step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
12,TRANSFER,5408.61,C1000095,50798.13,45389.52,C8688896,1966.33,7374.94,0,0
13,PAYMENT,4333.79,C1000095,45389.52,41055.73,M1506004,0.0,0.0,0,0
14,CASH_IN,501.7,C1000095,41055.73,41557.43,C8761020,15538.14,15036.44,0,0
15,TRANSFER,1833.96,C1000095,41557.43,39723.47,C8595136,19920.32,21754.28,0,0
16,PAYMENT,4965.51,C1000095,39723.47,34757.96,M1173023,0.0,0.0,0,0
17,DEBIT,4415.78,C1000095,34757.96,30342.18,C8067425,17168.69,21584.47,0,0
1,TRANSFER,273.06,C1000096,2064.32,1791.26,C8395891,6634.99,6908.05,0,0
2,PAYMENT,120.81,C1000096,1791.26,1670.45,M1186138,0.0,0.0,0,0
3,CASH_IN,2531.22,C1000096,1670.45,4201.67,C8120427,19644.61,17113.39,0,0
1,CASH_IN,814.72,C1000097,57764.1,58578.82,C8540751,3771.2,2956.48,0,0
2,CASH_OUT,5919.81,C1000097,58578.82,52659.01,C8076638,13439.69,19359.5,0,0
3,CASH_IN,7877.45,C1000097,52659.01,60536.46,C8341128,13560.23,5682.78,0,0
1,CASH_IN,2095.78,C1000098,30444.91,32540.69,C8507233,9830.26,7734.48,0,0
2,PAYMENT,365.0,C1000098,32540.69,32175.69,M1990882,0.0,0.0,0,0
3,CASH_IN,6919.39,C1000098,32175.69,39095.08,C8080544,2865.98,0.0,0,0
4,CASH_OUT,39095.08,C1000098,39095.08,0.0,C8288318,0.0,0.0,1,0
5,PAYMENT,20.81,C1000098,0.0,0.0,M1245073,0.0,0.0,0,0
6,CASH_IN,5200.63,C1000098,0.0,5200.63,C8553430,7761.07,2560.44,0,0
1,CASH_IN,7385.78,C1000099,14035.69,21421.47,C8094099,18333.61,10947.83,0,0
2,DEBIT,5570.87,C1000099,21421.47,15850.6,C8848191,72.32,5643.19,0,0
3,PAYMENT,674.73,C1000099,15850.6,15175.87,M1416703,0.0,0.0,0,0
4,PAYMENT,2123.18,C1000099,15175.87,13052.69,M1174215,0.0,0.0,0,0
5,CASH_IN,4742.2,C1000099,13052.69,17794.89,C8701270,2928.72,0.0,0,0
6,CASH_IN,2870.68,C1000099,17794.89,20665.57,C8817912,259.87,0.0,0,0
7,PAYMENT,1659.99,C1000099,20665.57,19005.58,M1280588,0.0,0.0,0,0
8,CASH_IN,6091.41,C1000099,19005.58,25096.99,C8188091,13911.04,7819.63,0,0
9,CASH_IN,5433.55,C1000099,25096.99,30530.54,C8139004,3896.75,0.0,0,0
10,DEBIT,2911.4,C1000099,30530.54,27619.14,C8168063,2242.46,5153.86,0,0
11,CASH_OUT,617.59,C1000099,27619.14,27001.55,C8439349,3285.07,3902.66,0,0
12,PAYMENT,5725.57,C1000099,27001.55,21275.98,M1241671,0.0,0.0,0,0
13,TRANSFER,1946.04,C1000099,21275.98,19329.94,C8284864,17965.01,19911.05,0,0
1,CASH_OUT,2086.31,C1000100,25394.14,23307.83,C8919158,16038.14,18124.45,0,0
2,CASH_IN,3806.96,C1000100,23307.83,27114.79,C8511863,19427.18,15620.22,0,0
3,PAYMENT,2944.07,C1000100,27114.79,24170.72,M1553012,0.0,0.0,0,0
4,PAYMENT,4827.93,C1000100,24170.72,19342.79,M1087834,0.0,0.0,0,0
5,PAYMENT,3400.59,C1000100,19342.79,15942.2,M1101434,0.0,0.0,0,0
6,PAYMENT,494.32,C1000100,15942.2,15447.88,M1158530,0.0,0.0,0,0
7,PAYMENT,2872.96,C1000100,15447.88,12574.92,M1696115,0.0,0.0,0,0
8,PAYMENT,1383.91,C1000100,12574.92,11191.01,M1499366,0.0,0.0,0,0
9,CASH_IN,7614.76,C1000100,11191.01,18805.77,C8188778,2803.59,0.0,0,0
10,CASH_IN,4778.36,C1000100,18805.77,23584.13,C8690117,12833.21,8054.85,0,0
11,CASH_IN,6567.5,C1000100,23584.13,30151.63,C8709925,9669.37,3101.87,0,0
12,CASH_OUT,1956.49,C1000100,30151.63,28195.14,C8954139,13292.8,15249.29,0,0
13,PAYMENT,1668.3,C1000100,28195.14,26526.84,M1105257,0.0,0.0,0,0
14,PAYMENT,1160.55,C1000100,26526.84,25366.29,M1838474,0.0,0.0,0,0
15,DEBIT,2537.91,C1000100,25366.29,22828.38,C8638730,1803.44,4341.35,0,0
1,CASH_OUT,2932.15,C1000101,58195.81,55263.66,C8352744,19325.94,22258.09,0,0
2,CASH_IN,4000.99,C1000101,55263.66,59264.65,C8132288,9584.45,5583.46,0,0
3,CASH_IN,2587.43,C1000101,59264.65,61852.08,C8026479,5118.78,2531.35,0,0
4,CASH_IN,5763.58,C1000101,61852.08,67615.66,C8922209,947.28,0.0,0,0
5,PAYMENT,3605.72,C1000101,67615.66,64009.94,M1061885,0.0,0.0,0,0
6,PAYMENT,5601.66,C1000101,64009.94,58408.28,M1805916,0.0,0.0,0,0
7,CASH_OUT,3707.5,C1000101,58408.28,54700.78,C8936905,5837.89,9545.39,0,0
8,PAYMENT,4430.01,C1000101,54700.78,50270.77,M1868053,0.0,0.0,0,0
9,PAYMENT,1881.11,C1000101,50270.77,48389.66,M1101785,0.0,0.0,0,0
10,PAYMENT,2615.53,C1000101,48389.66,45774.13,M1797445,0.0,0.0,0,0
11,CASH_IN,4854.24,C1000101,45774.13,50628.37,C8707680,16937.48,12083.24,0,0
12,TRANSFER,5095.66,C1000101,50628.37,45532.71,C8887391,4460.72,9556.38,0,0
1,TRANSFER,2121.07,C1000102,23447.73,21326.66,C8242673,10493.35,12614.42,0,0
2,CASH_IN,2374.09,C1000102,21326.66,23700.75,C8187677,10415.41,8041.32,0,0
3,CASH_IN,1302.93,C1000102,23700.75,25003.68,C8340138,2070.21,767.28,0,0
4,CASH_OUT,4037.89,C1000102,25003.68,20965.79,C8828665,11792.5,15830.39,0,0
5,CASH_IN,3172.04,C1000102,20965.79,24137.83,C8795524,657.35,0.0,0,0
6,PAYMENT,251.56,C1000102,24137.83,23886.27,M1023391,0.0,0.0,0,0
7,CASH_OUT,2150.78,C1000102,23886.27,21735.49,C8328943,11211.99,13362.77,0,0
8,CASH_OUT,4074.1,C1000102,21735.49,17661.39,C8174232,6361.28,10435.38,0,0
9,TRANSFER,3519.18,C1000102,17661.39,14142.21,C8666961,11928.65,15447.83,0,0
10,TRANSFER,14142.21,C1000102,14142.21,0.0,C8314699,0.0,0.0,1,0
11,PAYMENT,40.82,C1000102,0.0,0.0,M1329167,0.0,0.0,0,0
12,PAYMENT,33.23,C1000102,0.0,0.0,M1647410,0.0,0.0,0,0
1,CASH_OUT,2557.53,C1000103,68702.79,66145.26,C8036305,202.59,2760.12,0,0
2,CASH_IN,3666.66,C1000103,66145.26,69811.92,C8033203,19085.37,15418.71,0,0
3,CASH_IN,7383.0,C1000103,69811.92,77194.92,C8286743,11136.65,3753.65,0,0
4,PAYMENT,4117.78,C1000103,77194.92,73077.14,M1965342,0.0,0.0,0,0
5,CASH_IN,3542.21,C1000103,73077.14,76619.35,C8548977,5370.27,1828.06,0,0
6,PAYMENT,4197.83,C1000103,76619.35,72421.52,M1240621,0.0,0.0,0,0
7,PAYMENT,4447.86,C1000103,72421.52,67973.66,M1974108,0.0,0.0,0,0
8,CASH_IN,644.51,C1000103,67973.66,68618.17,C8076550,2203.4,1558.89,0,0
9,DEBIT,431.59,C1000103,68618.17,68186.58,C8691956,16688.46,17120.05,0,0
10,CASH_OUT,5445.04,C1000103,68186.58,62741.54,C8049893,16250.16,21695.2,0,0
11,CASH_OUT,1525.23,C1000103,62741.54,61216.31,C8877990,10119.51,11644.74,0,0
12,PAYMENT,3959.9,C1000103,61216.31,57256.41,M1997609,0.0,0.0,0,0
1,PAYMENT,3727.79,C1000104,6241.79,2514.0,M1064045,0.0,0.0,0,0
2,PAYMENT,2140.61,C1000104,2514.0,373.39,M1786785,0.0,0.0,0,0
3,CASH_IN,2771.04,C1000104,373.39,3144.43,C8109726,13180.08,10409.04,0,0
4,PAYMENT,1671.77,C1000104,3144.43,1472.66,M1402612,0.0,0.0,0,0
5,PAYMENT,1296.12,C1000104,1472.66,176.54,M1691976,0.0,0.0,0,0
6,CASH_IN,4522.1,C1000104,176.54,4698.64,C8924288,11151.97,6629.87,0,0
7,CASH_IN,2020.82,C1000104,4698.64,6719.46,C8151092,1518.97,0.0,0,0
1,PAYMENT,1143.39,C1000105,27142.42,25999.03,M1596238,0.0,0.0,0,0
2,TRANSFER,25999.03,C1000105,25999.03,0.0,C8040431,0.0,0.0,1,0
1,CASH_IN,2658.4,C1000106,28260.32,30918.72,C8878967,16432.81,13774.41,0,0
1,CASH_IN,6269.16,C1000107,2077.41,8346.57,C8198914,18751.31,12482.15,0,0
2,PAYMENT,4755.25,C1000107,8346.57,3591.32,M1902302,0.0,0.0,0,0
3,CASH_OUT,2839.77,C1000107,3591.32,751.55,C8348733,5763.99,8603.76,0,0
4,CASH_IN,6354.52,C1000107,751.55,7106.07,C8006715,12394.29,6039.77,0,0
5,PAYMENT,1875.97,C1000107,7106.07,5230.1,M1793862,0.0,0.0,0,0
6,TRANSFER,2349.57,C1000107,5230.1,2880.53,C8966762,11046.66,13396.23,0,0
7,TRANSFER,1600.93,C1000107,2880.53,1279.6,C8688994,16534.3,18135.23,0,0
8,CASH_IN,7460.28,C1000107,1279.6,8739.88,C8432334,11285.92,3825.64,0,0
9,CASH_OUT,4237.34,C1000107,8739.88,4502.54,C8081189,11259.64,15496.98,0,0
10,CASH_IN,6010.35,C1000107,4502.54,10512.89,C8838322,13527.88,7517.53,0,0
11,CASH_IN,1708.73,C1000107,10512.89,12221.62,C8294039,9967.49,8258.76,0,0
12,PAYMENT,5138.66,C1000107,12221.62,7082.96,M1588267,0.0,0.0,0,0
13,CASH_OUT,792.24,C1000107,7082.96,6290.72,C8571475,14341.14,15133.38,0,0
14,CASH_IN,3166.74,C1000107,6290.72,9457.46,C8816356,17084.05,13917.31,0,0
15,CASH_OUT,9457.46,C1000107,9457.46,0.0,C8414027,0.0,0.0,1,0
16,CASH_OUT,20.02,C1000107,0.0,0.0,C8611075,14363.52,14383.54,0,0
1,CASH_IN,2260.69,C1000108,40731.59,42992.28,C8602669,19181.47,16920.78,0,0
2,CASH_IN,7771.53,C1000108,42992.28,50763.81,C8707266,18378.19,10606.66,0,0
3,CASH_IN,4894.96,C1000108,50763.81,55658.77,C8070284,3443.41,0.0,0,0
4,CASH_IN,4190.81,C1000108,55658.77,59849.58,C8543350,17364.78,13173.97,0,0
5,PAYMENT,2298.02,C1000108,59849.58,57551.56,M1799411,0.0,0.0,0,0
6,TRANSFER,669.35,C1000108,57551.56,56882.21,C8505963,3070.57,3739.92,0,0
7,CASH_IN,3900.85,C1000108,56882.21,60783.06,C8978872,974.45,0.0,0,0
8,CASH_OUT,1002.98,C1000108,60783.06,59780.08,C8016491,14102.52,15105.5,0,0
9,CASH_IN,1864.96,C1000108,59780.08,61645.04,C8812111,11843.54,9978.58,0,0
10,PAYMENT,5335.0,C1000108,61645.04,56310.04,M1154444,0.0,0.0,0,0
11,CASH_OUT,5317.61,C1000108,56310.04,50992.43,C8446794,6600.49,11918.1,0,0
12,CASH_OUT,2890.88,C1000108,50992.43,48101.55,C8225247,19952.96,22843.84,0,0
13,PAYMENT,5114.75,C1000108,48101.55,42986.8,M1459514,0.0,0.0,0,0
14,CASH_OUT,2077.34,C1000108,42986.8,40909.46,C8863681,10384.52,12461.86,0,0
1,DEBIT,3095.63,C1000109,40865.77,37770.14,C8799106,14221.39,17317.02,0,0
1,CASH_IN,6892.83,C1000110,16386.78,23279.61,C8904505,9658.16,2765.33,0,0
2,CASH_IN,2488.85,C1000110,23279.61,25768.46,C8998871,15238.96,12750.11,0,0
3,PAYMENT,2685.48,C1000110,25768.46,23082.98,M1140450,0.0,0.0,0,0
4,PAYMENT,2334.36,C1000110,23082.98,20748.62,M1140409,0.0,0.0,0,0
5,PAYMENT,4476.78,C1000110,20748.62,16271.84,M1820103,0.0,0.0,0,0
6,PAYMENT,4599.12,C1000110,16271.84,11672.72,M1625740,0.0,0.0,0,0
1,CASH_IN,3154.05,C1000111,58353.27,61507.32,C8745888,9684.27,6530.22,0,0
2,PAYMENT,4827.22,C1000111,61507.32,56680.1,M1779356,0.0,0.0,0,0
3,PAYMENT,4839.82,C1000111,56680.1,51840.28,M1469657,0.0,0.0,0,0
4,PAYMENT,5986.1,C1000111,51840.28,45854.18,M1086800,0.0,0.0,0,0
5,CASH_IN,7068.64,C1000111,45854.18,52922.82,C8238642,19025.6,11956.96,0,0
6,PAYMENT,797.55,C1000111,52922.82,52125.27,M1438315,0.0,0.0,0,0
7,CASH_OUT,1335.89,C1000111,52125.27,50789.38,C8440159,80.06,1415.95,0,0
8,PAYMENT,1493.93,C1000111,50789.38,49295.45,M1935549,0.0,0.0,0,0
9,PAYMENT,1370.16,C1000111,49295.45,47925.29,M1356885,0.0,0.0,0,0
10,PAYMENT,3697.85,C1000111,47925.29,44227.44,M1656046,0.0,0.0,0,0
11,CASH_IN,4840.33,C1000111,44227.44,49067.77,C8440864,13890.66,9050.33,0,0
12,PAYMENT,1937.09,C1000111,49067.77,47130.68,M1365502,0.0,0.0,0,0
13,CASH_IN,4993.4,C1000111,47130.68,52124.08,C8728338,5550.22,556.82,0,0
14,CASH_IN,5364.13,C1000111,52124.08,57488.21,C8450914,11213.06,5848.93,0,0
15,CASH_IN,5395.89,C1000111,57488.21,62884.1,C8143089,12854.59,7458.7,0,0
16,PAYMENT,5791.55,C1000111,62884.1,57092.55,M1189767,0.0,0.0,0,0
1,CASH_IN,1772.33,C1000112,47943.62,49715.95,C8504598,16090.92,14318.59,0,0
2,PAYMENT,200.66,C1000112,49715.95,49515.29,M1534377,0.0,0.0,0,0
3,CASH_IN,1452.86,C1000112,49515.29,50968.15,C8671848,1036.1,0.0,0,0
4,TRANSFER,2348.22,C1000112,50968.15,48619.93,C8755876,4941.35,7289.57,0,0
5,CASH_IN,2413.77,C1000112,48619.93,51033.7,C8910739,4203.85,1790.08,0,0
6,PAYMENT,1919.58,C1000112,51033.7,49114.12,M1309249,0.0,0.0,0,0
7,PAYMENT,968.01,C1000112,49114.12,48146.11,M1888955,0.0,0.0,0,0
8,CASH_IN,505.46,C1000112,48146.11,48651.57,C8417052,4253.49,3748.03,0,0
9,CASH_IN,7125.62,C1000112,48651.57,55777.19,C8391933,13589.02,6463.4,0,0
10,TRANSFER,1283.1,C1000112,55777.19,54494.09,C8240473,2571.77,3854.87,0,0
11,TRANSFER,3463.41,C1000112,54494.09,51030.68,C8883119,12216.49,15679.9,0,0
12,PAYMENT,2088.19,C1000112,51030.68,48942.49,M1359932,0.0,0.0,0,0
13,CASH_IN,7032.6,C1000112,48942.49,55975.09,C8925193,6440.68,0.0,0,0
14,PAYMENT,338.94,C1000112,55975.09,55636.15,M1571515,0.0,0.0,0,0
15,TRANSFER,55636.15,C1000112,55636.15,0.0,C8737856,0.0,0.0,1,0
16,PAYMENT,32.77,C1000112,0.0,0.0,M1727662,0.0,0.0,0,0
1,CASH_IN,4940.33,C1000113,9375.32,14315.65,C8685770,7628.2,2687.87,0,0
2,CASH_OUT,571.7,C1000113,14315.65,13743.95,C8038910,10850.88,11422.58,0,0
1,PAYMENT,2591.56,C1000114,25354.1,22762.54,M1745513,0.0,0.0,0,0
2,PAYMENT,3452.85,C1000114,22762.54,19309.69,M1883344,0.0,0.0,0,0
3,CASH_IN,533.6,C1000114,19309.69,19843.29,C8660788,3062.01,2528.41,0,0
4,DEBIT,2645.43,C1000114,19843.29,17197.86,C8331276,14683.9,17329.33,0,0
5,CASH_IN,6079.06,C1000114,17197.86,23276.92,C8578043,19844.94,13765.88,0,0
6,CASH_IN,6667.31,C1000114,23276.92,29944.23,C8754360,14605.32,7938.01,0,0
7,CASH_IN,7480.73,C1000114,29944.23,37424.96,C8165544,9504.15,2023.42,0,0
8,CASH_OUT,5109.2,C1000114,37424.96,32315.76,C8638286,8627.19,13736.39,0,0
9,CASH_IN,6404.87,C1000114,32315.76,38720.63,C8608064,19237.72,12832.85,0,0
10,CASH_IN,6067.51,C1000114,38720.63,44788.14,C8248920,18725.57,12658.06,0,0
11,CASH_IN,4609.53,C1000114,44788.14,49397.67,C8903830,11583.06,6973.53,0,0
12,CASH_IN,2077.39,C1000114,49397.67,51475.06,C8167291,14494.72,12417.33,0,0
13,CASH_IN,3557.66,C1000114,51475.06,55032.72,C8463148,4223.87,666.21,0,0
14,CASH_IN,4110.51,C1000114,55032.72,59143.23,C8188960,1802.74,0.0,0,0
15,CASH_IN,2038.86,C1000114,59143.23,61182.09,C8763052,17527.9,15489.04,0,0
16,PAYMENT,527.45,C1000114,61182.09,60654.64,M1309571,0.0,0.0,0,0
17,CASH_OUT,60654.64,C1000114,60654.64,0.0,C8511530,0.0,0.0,1,0
18,CASH_OUT,42.54,C1000114,0.0,0.0,C8631079,6876.32,6918.86,0,0
1,PAYMENT,5929.3,C1000115,23695.45,17766.15,M1476742,0.0,0.0,0,0
2,PAYMENT,1507.17,C1000115,17766.15,16258.98,M1326919,0.0,0.0,0,0
1,DEBIT,3791.27,C1000116,41979.13,38187.86,C8790028,18797.44,22588.71,0,0
2,CASH_IN,5461.44,C1000116,38187.86,43649.3,C8469110,16356.32,10894.88,0,0
1,CASH_IN,725.55,C1000117,56947.75,57673.3,C8758020,16722.32,15996.77,0,0
2,CASH_IN,1848.2,C1000117,57673.3,59521.5,C8688129,10496.22,8648.02,0,0
3,CASH_IN,1066.66,C1000117,59521.5,60588.16,C8927857,6980.08,5913.42,0,0
4,CASH_IN,1811.39,C1000117,60588.16,62399.55,C8009331,6495.41,4684.02,0,0
5,PAYMENT,3382.73,C1000117,62399.55,59016.82,M1023291,0.0,0.0,0,0
6,DEBIT,3900.49,C1000117,59016.82,55116.33,C8491604,8305.63,12206.12,0,0
7,PAYMENT,113.17,C1000117,55116.33,55003.16,M1778359,0.0,0.0,0,0
8,PAYMENT,1888.08,C1000117,55003.16,53115.08,M1506564,0.0,0.0,0,0
9,PAYMENT,961.54,C1000117,53115.08,52153.54,M1178206,0.0,0.0,0,0
10,DEBIT,3784.92,C1000117,52153.54,48368.62,C8616849,15963.37,19748.29,0,0
11,CASH_OUT,842.59,C1000117,48368.62,47526.03,C8935682,11281.44,12124.03,0,0
12,PAYMENT,2596.69,C1000117,47526.03,44929.34,M1310003,0.0,0.0,0,0
13,TRANSFER,1693.36,C1000117,44929.34,43235.98,C8390258,13716.61,15409.97,0,0
14,CASH_IN,6159.71,C1000117,43235.98,49395.69,C8106974,12555.04,6395.33,0,0
15,PAYMENT,4343.15,C1000117,49395.69,45052.54,M1538344,0.0,0.0,0,0
16,TRANSFER,45052.54,C1000117,45052.54,0.0,C8544982,0.0,0.0,1,0
1,CASH_OUT,3733.11,C1000118,74977.33,71244.22,C8327841,8274.85,12007.96,0,0
1,PAYMENT,4774.26,C1000119,36308.56,31534.3,M1290308,0.0,0.0,0,0
2,PAYMENT,4101.71,C1000119,31534.3,27432.59,M1862165,0.0,0.0,0,0
3,DEBIT,3656.61,C1000119,27432.59,23775.98,C8642724,19182.04,22838.65,0,0
4,CASH_OUT,4399.27,C1000119,23775.98,19376.71,C8637581,4725.35,9124.62,0,0
5,PAYMENT,2555.62,C1000119,19376.71,16821.09,M1705448,0.0,0.0,0,0
6,PAYMENT,2213.12,C1000119,16821.09,14607.97,M1846155,0.0,0.0,0,0
7,CASH_OUT,1334.94,C1000119,14607.97,13273.03,C8390960,16085.84,17420.78,0,0
8,TRANSFER,4243.34,C1000119,13273.03,9029.69,C8434406,9399.31,13642.65,0,0
9,PAYMENT,4061.94,C1000119,9029.69,4967.75,M1081442,0.0,0.0,0,0
1,PAYMENT,3728.27,C1000120,27281.69,23553.42,M1949251,0.0,0.0,0,0
1,PAYMENT,5994.26,C1000121,17887.77,11893.51,M1370627,0.0,0.0,0,0
2,TRANSFER,31.54,C1000121,11893.51,11861.97,C8155563,399.6,431.14,0,0
3,TRANSFER,4310.52,C1000121,11861.97,7551.45,C8952927,18291.98,22602.5,0,0
4,CASH_IN,3735.82,C1000121,7551.45,11287.27,C8226793,19488.84,15753.02,0,0
5,CASH_IN,6802.66,C1000121,11287.27,18089.93,C8039319,18578.6,11775.94,0,0
6,PAYMENT,871.9,C1000121,18089.93,17218.03,M1842849,0.0,0.0,0,0
7,CASH_OUT,3148.54,C1000121,17218.03,14069.49,C8663314,18492.38,21640.92,0,0
1,PAYMENT,877.23,C1000122,33205.19,32327.96,M1311063,0.0,0.0,0,0
2,CASH_IN,5653.74,C1000122,32327.96,37981.7,C8104785,10606.9,4953.16,0,0
3,DEBIT,4881.17,C1000122,37981.7,33100.53,C8374367,17624.66,22505.83,0,0
4,CASH_OUT,4922.91,C1000122,33100.53,28177.62,C8157624,9490.6,14413.51,0,0
5,CASH_IN,3121.67,C1000122,28177.62,31299.29,C8511305,7918.25,4796.58,0,0
6,PAYMENT,3121.84,C1000122,31299.29,28177.45,M1920731,0.0,0.0,0,0
7,DEBIT,2594.4,C1000122,28177.45,25583.05,C8544849,4356.75,6951.15,0,0
8,CASH_IN,2800.71,C1000122,25583.05,28383.76,C8065224,18458.87,15658.16,0,0
9,CASH_OUT,3228.96,C1000122,28383.76,25154.8,C8207353,16572.96,19801.92,0,0
10,PAYMENT,5461.42,C1000122,25154.8,19693.38,M1652098,0.0,0.0,0,0
11,CASH_OUT,3070.79,C1000122,19693.38,16622.59,C8531427,720.5,3791.29,0,0
12,CASH_OUT,1596.03,C1000122,16622.59,15026.56,C8448534,12982.03,14578.06,0,0
13,CASH_OUT,577.44,C1000122,15026.56,14449.12,C8342687,1460.83,2038.27,0,0
14,PAYMENT,1161.49,C1000122,14449.12,13287.63,M1324056,0.0,0.0,0,0
15,PAYMENT,5292.68,C1000122,13287.63,7994.95,M1608300,0.0,0.0,0,0
1,TRANSFER,5754.98,C1000123,70308.19,64553.21,C8091131,18887.38,24642.36,0,0
2,CASH_IN,598.06,C1000123,64553.21,65151.27,C8201709,11866.8,11268.74,0,0
3,CASH_IN,892.72,C1000123,65151.27,66043.99,C8989076,7919.35,7026.63,0,0
1,TRANSFER,560.35,C1000124,56194.27,55633.92,C8129727,9959.35,10519.7,0,0
2,PAYMENT,2603.9,C1000124,55633.92,53030.02,M1069648,0.0,0.0,0,0
1,PAYMENT,476.64,C1000125,13308.64,12832.0,M1625740,0.0,0.0,0,0
2,PAYMENT,853.6,C1000125,12832.0,11978.4,M1202308,0.0,0.0,0,0
3,CASH_OUT,3917.86,C1000125,11978.4,8060.54,C8371997,8820.37,12738.23,0,0
4,CASH_OUT,1420.67,C1000125,8060.54,6639.87,C8087339,7441.57,8862.24,0,0
5,PAYMENT,1336.38,C1000125,6639.87,5303.49,M1134158,0.0,0.0,0,0
6,CASH_IN,7970.31,C1000125,5303.49,13273.8,C8466752,19592.43,11622.12,0,0
7,TRANSFER,502.47,C1000125,13273.8,12771.33,C8840195,4754.29,5256.76,0,0
1,PAYMENT,1098.52,C1000126,9428.22,8329.7,M1645877,0.0,0.0,0,0
1,CASH_OUT,1121.15,C1000127,68445.69,67324.54,C8065833,3049.33,4170.48,0,0
2,PAYMENT,3681.1,C1000127,67324.54,63643.44,M1495300,0.0,0.0,0,0
3,PAYMENT,1050.76,C1000127,63643.44,62592.68,M1189286,0.0,0.0,0,0
1,PAYMENT,2727.58,C1000128,46081.55,43353.97,M1963460,0.0,0.0,0,0
2,CASH_IN,1812.49,C1000128,43353.97,45166.46,C8087737,3867.71,2055.22,0,0
3,PAYMENT,5416.17,C1000128,45166.46,39750.29,M1732549,0.0,0.0,0,0
1,CASH_OUT,5433.01,C1000129,52853.06,47420.05,C8389773,7101.2,12534.21,0,0
2,DEBIT,3285.91,C1000129,47420.05,44134.14,C8510876,2480.4,5766.31,0,0
3,TRANSFER,1893.69,C1000129,44134.14,42240.45,C8821032,7576.85,9470.54,0,0
4,CASH_IN,3567.0,C1000129,42240.45,45807.45,C8846832,15070.01,11503.01,0,0
5,PAYMENT,5549.41,C1000129,45807.45,40258.04,M1750684,0.0,0.0,0,0
6,PAYMENT,1464.11,C1000129,40258.04,38793.93,M1480559,0.0,0.0,0,0
7,PAYMENT,2213.01,C1000129,38793.93,36580.92,M1082977,0.0,0.0,0,0
8,CASH_IN,5368.85,C1000129,36580.92,41949.77,C8717518,10943.33,5574.48,0,0
9,CASH_OUT,4972.6,C1000129,41949.77,36977.17,C8316721,5860.75,10833.35,0,0
10,CASH_IN,3191.17,C1000129,36977.17,40168.34,C8849656,16001.56,12810.39,0,0
11,CASH_IN,5644.08,C1000129,40168.34,45812.42,C8449050,3231.01,0.0,0,0
12,PAYMENT,4739.07,C1000129,45812.42,41073.35,M1586136,0.0,0.0,0,0
13,PAYMENT,4177.38,C1000129,41073.35,36895.97,M1816500,0.0,0.0,0,0
14,PAYMENT,2369.29,C1000129,36895.97,34526.68,M1910088,0.0,0.0,0,0
15,DEBIT,2529.56,C1000129,34526.68,31997.12,C8999484,581.43,3110.99,0,0
16,TRANSFER,3902.27,C1000129,31997.12,28094.85,C8174818,11479.68,15381.95,0,0
1,CASH_IN,2511.73,C1000130,30818.74,33330.47,C8450692,10802.84,8291.11,0,0
2,CASH_IN,4337.24,C1000130,33330.47,37667.71,C8152901,12340.46,8003.22,0,0
3,PAYMENT,623.69,C1000130,37667.71,37044.02,M1073245,0.0,0.0,0,0
1,PAYMENT,3554.64,C1000131,16543.51,12988.87,M1835920,0.0,0.0,0,0
2,DEBIT,4126.79,C1000131,12988.87,8862.08,C8512922,5900.8,10027.59,0,0
3,DEBIT,3367.14,C1000131,8862.08,5494.94,C8905191,6116.74,9483.88,0,0
4,CASH_IN,809.09,C1000131,5494.94,6304.03,C8050164,14240.02,13430.93,0,0
5,CASH_IN,4172.72,C1000131,6304.03,10476.75,C8727872,6432.45,2259.73,0,0
6,CASH_IN,6177.94,C1000131,10476.75,16654.69,C8339605,10006.31,3828.37,0,0
7,PAYMENT,3545.25,C1000131,16654.69,13109.44,M1767856,0.0,0.0,0,0
8,CASH_IN,2577.98,C1000131,13109.44,15687.42,C8701648,9671.0,7093.02,0,0
9,CASH_IN,7101.96,C1000131,15687.42,22789.38,C8951043,7704.94,602.98,0,0
10,CASH_IN,1262.9,C1000131,22789.38,24052.28,C8805695,10375.41,9112.51,0,0
11,CASH_IN,7273.51,C1000131,24052.28,31325.79,C8479272,14622.79,7349.28,0,0
12,DEBIT,2576.03,C1000131,31325.79,28749.76,C8141486,10186.01,12762.04,0,0
13,PAYMENT,3028.21,C1000131,28749.76,25721.55,M1510325,0.0,0.0,0,0
1,CASH_OUT,220.23,C1000132,64065.27,63845.04,C8709273,7659.96,7880.19,0,0
2,CASH_OUT,1546.15,C1000132,63845.04,62298.89,C8059864,13808.16,15354.31,0,0
3,TRANSFER,2505.76,C1000132,62298.89,59793.13,C8031240,4999.74,7505.5,0,0
4,CASH_OUT,2639.4,C1000132,59793.13,57153.73,C8471739,11617.43,14256.83,0,0
5,PAYMENT,5448.02,C1000132,57153.73,51705.71,M1473983,0.0,0.0,0,0
6,PAYMENT,2716.53,C1000132,51705.71,48989.18,M1230631,0.0,0.0,0,0
7,CASH_OUT,1695.78,C1000132,48989.18,47293.4,C8207372,17200.13,18895.91,0,0
8,TRANSFER,3839.76,C1000132,47293.4,43453.64,C8032511,388.12,4227.88,0,0
9,TRANSFER,3228.19,C1000132,43453.64,40225.45,C8248879,9190.94,12419.13,0,0
10,CASH_IN,5669.37,C1000132,40225.45,45894.82,C8253315,19913.4,14244.03,0,0
11,CASH_IN,4466.69,C1000132,45894.82,50361.51,C8295059,12235.21,7768.52,0,0
